Geography,Year,Sex,Age,Drug Type,Dispensation Rate,Total Dispensation,Unique Dispensation,Total Population,Standard Error,Standard Score,Alberta Rate
Z2,2016,BOTH,10to14,MACROLIDES,57.345185368,6148.0,5267.0,91847.29225600002,0.7901604749000001,-0.422653506,57.679149463
Z2,2016,BOTH,10to14,MONOBACTAMS,0.0653258235,10.0,6.0,91847.29225600002,0.0266691558,0.45714556780000004,0.0531341371
Z2,2016,BOTH,10to14,NITROFURAN DERIVATIVES,3.2227406245,428.0,296.0,91847.29225600002,0.1873179939,-1.538558366,3.5109402912
Z2,2016,BOTH,10to14,OTHER AMINOGLYCOSIDES,0.20686510770000002,60.0,19.0,91847.29225600002,0.0474581105,-0.980735506,0.25340896160000004
Z2,2016,BOTH,10to14,OTHER ANTIBACTERIALS,0.20686510770000002,22.0,19.0,91847.29225600002,0.0474581105,1.6890817188,0.12670448080000002
Z2,2016,BOTH,10to14,OTHER CEPHALOSPORINS,0.0,0.0,0.0,91847.29225600002,0.0217743262,0.0,0.0
Z2,2016,BOTH,10to14,POLYMYXINS,0.0,0.0,0.0,91847.29225600002,0.0217743262,0.0,0.0
Z2,2016,BOTH,10to14,SECOND-G-CEPHALOSPORINS,10.909412519,1189.0,1002.0,91847.29225600002,0.34464144570000005,1.6382380978000002,10.344807773000001
Z2,2016,BOTH,10to14,STEROID ANTIBACTERIALS,0.0,0.0,0.0,91847.29225600002,0.0217743262,0.0,0.0
Z2,2016,BOTH,10to14,STREPTOMYCIN,0.0,0.0,0.0,91847.29225600002,0.0217743262,0.0,0.0
Z2,2016,BOTH,10to14,TETRACYCLINES,12.096164979,2288.0,1111.0,91847.29225600002,0.36290309500000006,-2.089287672,12.854373941
Z2,2016,BOTH,10to14,THIRD-G-CEPHALOSPORINS,1.5895950377,178.0,146.0,91847.29225600002,0.1315558214,-10.224133100000001,2.9346392655000004
Z2,2016,BOTH,10to14,TRIMETHOPRIM AND DERIVATIVES,0.1088763724,14.0,10.0,91847.29225600002,0.034429732,-3.1294875380000002,0.21662378980000002
Z2,2016,F,10to14,ANY ANTIMICROBIALS,227.53359533,15628.0,10264.0,45109.822069,2.2458834127,-7.187485791,243.67585045
Z2,2016,F,10to14,BETA-L-PENICILLIN,120.81626018000001,6649.0,5450.0,45109.822069,1.6365419307,-2.170673613,124.36865857000001
Z2,2016,F,10to14,BETA-L-RESISTANT-PENICILLIN,1.1970785413,57.0,54.0,45109.822069,0.162901756,-7.700586726,2.4515176413
Z2,2016,F,10to14,BETA-L-SENSITIVE-PENICILLIN,11.726936080000002,603.0,529.0,45109.822069,0.5098667861,-5.570896994,14.567351426
Z2,2016,F,10to14,CARBAPENEMS,0.0,0.0,0.0,45109.822069,0.0443323112,0.0,0.0
Z2,2016,F,10to14,COMBINATION PENICILLIN,13.47821765,668.0,608.0,45109.822069,0.5466139054,-10.97759771,19.478725204000003
Z2,2016,F,10to14,COMBINATION SULFONAMIDES & TRIMETHORPIM,8.4017179101,526.0,379.0,45109.822069,0.43156726050000005,-8.683397002,12.149187766
Z2,2016,F,10to14,FIRST-G-CEPHALOSPORINS,24.118915795000003,1289.0,1088.0,45109.822069,0.7312120397,-4.9893514020000005,27.767189610000003
Z2,2016,F,10to14,FLUOROQUINOLONES,2.3276527192,130.0,105.0,45109.822069,0.2271556458,-1.7566601440000003,2.7266879888
Z2,2016,F,10to14,FOURTH-G-CEPHALOSPORINS,0.0,0.0,0.0,45109.822069,0.0443323112,0.0,0.0
Z2,2016,F,10to14,GLYCOPEPTIDE ANTIBACTERIALS,0.0,0.0,0.0,45109.822069,0.0443323112,-0.7523627940000001,0.0333539815
Z2,2016,F,10to14,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,45109.822069,0.0443323112,0.0,0.0
Z2,2016,F,10to14,LINCOSAMIDES,3.2587138068000003,167.0,147.0,45109.822069,0.26877418480000004,-7.420869988000001,5.2532520885
Z2,2016,F,10to14,MACROLIDES,56.99423943800001,3007.0,2571.0,45109.822069,1.1240352325,-0.6300056810000001,57.702388019000004
Z2,2016,F,10to14,NITROFURAN DERIVATIVES,6.0740651909,393.0,274.0,45109.822069,0.36694769780000003,-1.4444106120000002,6.6040883398000005
Z2,2016,F,10to14,OTHER AMINOGLYCOSIDES,0.19951309020000002,23.0,9.0,45109.822069,0.0665043634,-0.8868631090000001,0.2584933567
Z2,2016,F,10to14,OTHER ANTIBACTERIALS,0.35468993820000005,16.0,16.0,45109.822069,0.0886724845,1.5550377215,0.2168008798
Z2,2016,F,10to14,OTHER CEPHALOSPORINS,0.0,0.0,0.0,45109.822069,0.0443323112,0.0,0.0
Z2,2016,F,10to14,POLYMYXINS,0.0,0.0,0.0,45109.822069,0.0443323112,0.0,0.0
Z2,2016,F,10to14,SECOND-G-CEPHALOSPORINS,10.507689418,573.0,474.0,45109.822069,0.48263415940000004,0.0370098788,10.489827186000001
Z2,2016,F,10to14,STEROID ANTIBACTERIALS,0.0,0.0,0.0,45109.822069,0.0443323112,0.0,0.0
Z2,2016,F,10to14,STREPTOMYCIN,0.0,0.0,0.0,45109.822069,0.0443323112,0.0,0.0
Z2,2016,F,10to14,TETRACYCLINES,14.630959949000001,1357.0,660.0,45109.822069,0.5695093436,-1.381747314,15.417877955
Z2,2016,F,10to14,THIRD-G-CEPHALOSPORINS,2.5715020516,147.0,116.0,45109.822069,0.2387579716,-9.101693252999999,4.7446038704
Z2,2016,F,10to14,TRIMETHOPRIM AND DERIVATIVES,0.19951309020000002,13.0,9.0,45109.822069,0.0665043634,-1.889924557,0.32520131980000005
Z2,2016,M,10to14,ANY ANTIMICROBIALS,214.88112129,14645.0,10043.0,46737.470187,2.1442061149000002,-3.552399094,222.49819715
Z2,2016,M,10to14,BETA-L-PENICILLIN,116.67298162,6683.0,5453.0,46737.470187,1.5799834859,1.3880611287,114.47986796
Z2,2016,M,10to14,BETA-L-RESISTANT-PENICILLIN,0.8772404633,42.0,41.0,46737.470187,0.1370019432,-8.752504196,2.0763505463
Z2,2016,M,10to14,BETA-L-SENSITIVE-PENICILLIN,11.040392172,563.0,516.0,46737.470187,0.48602616470000004,-2.7355036210000003,12.369918505000001
Z2,2016,M,10to14,COMBINATION PENICILLIN,12.687892554000001,666.0,593.0,46737.470187,0.5210292989,-10.760314820000001,18.294331839999998
Z2,2016,M,10to14,COMBINATION SULFONAMIDES & TRIMETHORPIM,3.4661696354000004,253.0,162.0,46737.470187,0.272328006,-7.231055969,5.435388688700001
Z2,2016,M,10to14,FIRST-G-CEPHALOSPORINS,25.782311177000004,1395.0,1205.0,46737.470187,0.7427254786,-5.482836849000001,29.854553801
Z2,2016,M,10to14,FLUOROQUINOLONES,1.840065362,99.0,86.0,46737.470187,0.1984193509,-0.019141568,1.8438634195
Z2,2016,M,10to14,FOURTH-G-CEPHALOSPORINS,0.0,0.0,0.0,46737.470187,0.0427885557,0.0,0.0
Z2,2016,M,10to14,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,46737.470187,0.0427885557,0.0,0.0
Z2,2016,M,10to14,LINCOSAMIDES,2.5033447367,134.0,117.0,46737.470187,0.23143430280000002,-8.962572087,4.5775913588
Z2,2016,M,10to14,MACROLIDES,57.683909489,3141.0,2696.0,46737.470187,1.1109505871,0.0243953617,57.656807447
Z2,2016,M,10to14,NITROFURAN DERIVATIVES,0.4707143949,35.0,22.0,46737.470187,0.10035664620000001,-0.661750252,0.5371254309
Z2,2016,M,10to14,OTHER AMINOGLYCOSIDES,0.21396108860000002,37.0,10.0,46737.470187,0.0676604371,-0.510780519,0.2485207218
Z2,2016,M,10to14,OTHER CEPHALOSPORINS,0.0,0.0,0.0,46737.470187,0.0427885557,0.0,0.0
Z2,2016,M,10to14,POLYMYXINS,0.0,0.0,0.0,46737.470187,0.0427885557,0.0,0.0
Z2,2016,M,10to14,SECOND-G-CEPHALOSPORINS,11.297145479000001,616.0,528.0,46737.470187,0.491645151,2.2206306508,10.205383187
Z2,2016,M,10to14,STEROID ANTIBACTERIALS,0.0,0.0,0.0,46737.470187,0.0427885557,0.0,0.0
Z2,2016,M,10to14,STREPTOMYCIN,0.0,0.0,0.0,46737.470187,0.0427885557,0.0,0.0
Z2,2016,M,10to14,TETRACYCLINES,9.649645096200002,931.0,451.0,46737.470187,0.45438404130000004,-1.628852172,10.389769529
Z2,2016,M,10to14,THIRD-G-CEPHALOSPORINS,0.6418832658000001,31.0,30.0,46737.470187,0.11719131470000001,-4.715533397,1.1945028239000002
Z2,2016,BOTH,15to19,ANY ANTIMICROBIALS,296.68412764000004,45962.0,26884.0,90614.89137900001,1.8094532594000001,-9.30365042,313.51864822
Z2,2016,BOTH,15to19,BETA-L-PENICILLIN,118.85463676,12610.0,10770.0,90614.89137900001,1.1452710359,-4.450595452,123.95177482000001
Z2,2016,BOTH,15to19,BETA-L-RESISTANT-PENICILLIN,2.085749893,210.0,189.0,90614.89137900001,0.1517159804,-9.385452690000001,3.5096730494
Z2,2016,BOTH,15to19,BETA-L-SENSITIVE-PENICILLIN,26.276034367,2599.0,2381.0,90614.89137900001,0.5384930761,-3.54813811,28.186682172
Z2,2016,BOTH,15to19,COMBINATION PENICILLIN,19.886356123000002,1963.0,1802.0,90614.89137900001,0.4684657224,-17.95141762,28.295979949000003
Z2,2016,BOTH,15to19,COMBINATION SULFONAMIDES & TRIMETHORPIM,10.715678022,1536.0,971.0,90614.89137900001,0.34388247260000004,-10.18117918,14.216807093000002
Z2,2016,BOTH,15to19,FIRST-G-CEPHALOSPORINS,33.37199828800001,3519.0,3024.0,90614.89137900001,0.6068639216000001,-6.557491252,37.351503145
Z2,2016,BOTH,15to19,FLUOROQUINOLONES,17.105356266,1783.0,1550.0,90614.89137900001,0.4344764836,-8.389473694000001,20.750385296000005
Z2,2016,BOTH,15to19,FOURTH-G-CEPHALOSPORINS,0.0,0.0,0.0,90614.89137900001,0.0220704532,0.0,0.0
Z2,2016,BOTH,15to19,IMIDAZOLE DERIVATIVES,1.0594285171,101.0,96.0,90614.89137900001,0.1081274702,-0.534902406,1.1172661611
Z2,2016,BOTH,15to19,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,90614.89137900001,0.0220704532,0.0,0.0
Z2,2016,BOTH,15to19,LINCOSAMIDES,9.2258566697,953.0,836.0,90614.89137900001,0.319082925,-17.69676984,14.872593753
Z2,2016,BOTH,15to19,MACROLIDES,73.46474623200001,7768.0,6657.0,90614.89137900001,0.9004087449,3.1880262667,70.594219503
Z2,2016,BOTH,15to19,NITROFURAN DERIVATIVES,20.548498946,2226.0,1862.0,90614.89137900001,0.4762009573,-1.563052647,21.292826113000004
Z2,2016,BOTH,15to19,OTHER AMINOGLYCOSIDES,0.1655357058,53.0,15.0,90614.89137900001,0.0427411354,0.2739563476,0.1538265004
Z2,2016,BOTH,15to19,OTHER ANTIBACTERIALS,1.1477142269,122.0,104.0,90614.89137900001,0.1125426392,-0.8444974700000001,1.2427562009000002
Z2,2016,BOTH,15to19,OTHER CEPHALOSPORINS,0.0,0.0,0.0,90614.89137900001,0.0220704532,0.0,0.0
Z2,2016,BOTH,15to19,POLYMYXINS,0.0,0.0,0.0,90614.89137900001,0.0220704532,-0.183415618,0.0040480658
Z2,2016,BOTH,15to19,SECOND-G-CEPHALOSPORINS,6.9193925023,713.0,627.0,90614.89137900001,0.27633391900000004,-2.8081264440000004,7.6953730876
Z2,2016,BOTH,15to19,STEROID ANTIBACTERIALS,0.0,0.0,0.0,90614.89137900001,0.0220704532,0.0,0.0
Z2,2016,BOTH,15to19,STREPTOMYCIN,0.0,0.0,0.0,90614.89137900001,0.0220704532,0.0,0.0
Z2,2016,BOTH,15to19,TETRACYCLINES,50.16835457,9497.0,4546.0,90614.89137900001,0.7440723075000001,2.8244852391000004,48.06673332
Z2,2016,BOTH,15to19,THIRD-G-CEPHALOSPORINS,2.6596070065,268.0,241.0,90614.89137900001,0.1713203477,-26.41665074,7.1853167967000005
Z2,2016,BOTH,15to19,TRIMETHOPRIM AND DERIVATIVES,0.2427857018,37.0,22.0,90614.89137900001,0.0517620856,-7.509600105,0.6314982649
Z2,2016,F,15to19,ANY ANTIMICROBIALS,341.90271381,26335.0,14998.0,43866.279483000006,2.7918100952000002,-9.225592251000002,367.65881539000003
Z2,2016,F,15to19,BETA-L-PENICILLIN,133.97534665,6930.0,5877.0,43866.279483000006,1.7476201524000001,-5.395790066000001,143.40513811
Z2,2016,F,15to19,BETA-L-RESISTANT-PENICILLIN,1.9605036263000002,93.0,86.0,43866.279483000006,0.21140654290000002,-7.786526538,3.606626283
Z2,2016,F,15to19,BETA-L-SENSITIVE-PENICILLIN,31.003313161,1469.0,1360.0,43866.279483000006,0.8406953647000001,-3.807795259,34.204508984
Z2,2016,F,15to19,COMBINATION PENICILLIN,22.340622719000002,1060.0,980.0,43866.279483000006,0.7136450151000001,-14.95144778,33.010648895
Z2,2016,F,15to19,COMBINATION SULFONAMIDES & TRIMETHORPIM,16.8238567,1097.0,738.0,43866.279483000006,0.6192947233000001,-8.706612796000002,22.215816062000002
Z2,2016,F,15to19,FIRST-G-CEPHALOSPORINS,35.015506628,1759.0,1536.0,43866.279483000006,0.893438795,-4.540073843,39.071784732
Z2,2016,F,15to19,FLUOROQUINOLONES,26.261629971,1335.0,1152.0,43866.279483000006,0.7737406932,-8.204664335,32.609912642000005
Z2,2016,F,15to19,FOURTH-G-CEPHALOSPORINS,0.0,0.0,0.0,43866.279483000006,0.0455889505,0.0,0.0
Z2,2016,F,15to19,IMIDAZOLE DERIVATIVES,1.7781311960000001,82.0,78.0,43866.279483000006,0.2013337117,-0.456810339,1.8701025171
Z2,2016,F,15to19,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,43866.279483000006,0.0455889505,0.0,0.0
Z2,2016,F,15to19,LINCOSAMIDES,10.987938929,548.0,482.0,43866.279483000006,0.5004869038,-12.85895672,17.423678362
Z2,2016,F,15to19,MACROLIDES,84.91716288500001,4348.0,3725.0,43866.279483000006,1.3913370087,1.7241612226000003,82.518273567
Z2,2016,F,15to19,NITROFURAN DERIVATIVES,41.580914121,2181.0,1824.0,43866.279483000006,0.973602355,-1.418804847,42.962265861000006
Z2,2016,F,15to19,OTHER AMINOGLYCOSIDES,0.22796553790000001,41.0,10.0,43866.279483000006,0.0720890328,0.4986345589,0.1920194549
Z2,2016,F,15to19,OTHER ANTIBACTERIALS,2.325248487,119.0,102.0,43866.279483000006,0.2302339076,-0.924050625,2.5379962732
Z2,2016,F,15to19,OTHER CEPHALOSPORINS,0.0,0.0,0.0,43866.279483000006,0.0455889505,0.0,0.0
Z2,2016,F,15to19,POLYMYXINS,0.0,0.0,0.0,43866.279483000006,0.0455889505,-0.183129286,0.008348672
Z2,2016,F,15to19,SECOND-G-CEPHALOSPORINS,7.636845521200001,379.0,335.0,43866.279483000006,0.417245443,-3.52683439,9.1084010989
Z2,2016,F,15to19,STEROID ANTIBACTERIALS,0.0,0.0,0.0,43866.279483000006,0.0455889505,0.0,0.0
Z2,2016,F,15to19,STREPTOMYCIN,0.0,0.0,0.0,43866.279483000006,0.0455889505,0.0,0.0
Z2,2016,F,15to19,TETRACYCLINES,53.184360003,4648.0,2333.0,43866.279483000006,1.1010995068,1.1706618207000001,51.895344849000004
Z2,2016,F,15to19,THIRD-G-CEPHALOSPORINS,4.604903866500001,226.0,202.0,43866.279483000006,0.32399990540000007,-25.701208080000004,12.932092853
Z2,2016,F,15to19,TRIMETHOPRIM AND DERIVATIVES,0.4103379683,27.0,18.0,43866.279483000006,0.0967175867,-4.389369519,0.8348671951000001
Z2,2016,M,15to19,ANY ANTIMICROBIALS,254.25353862000003,19627.0,11886.0,46748.61189600001,2.3321106006,-3.5607930740000002,262.55770189
Z2,2016,M,15to19,BETA-L-PENICILLIN,104.66620936000001,5680.0,4893.0,46748.61189600001,1.4963007305000002,-0.6513017480000001,105.64075264
Z2,2016,M,15to19,BETA-L-RESISTANT-PENICILLIN,2.2032739759,117.0,103.0,46748.61189600001,0.2170950356,-5.597268163,3.4184131072
Z2,2016,M,15to19,BETA-L-SENSITIVE-PENICILLIN,21.840220674,1130.0,1021.0,46748.61189600001,0.6835088641000001,-0.997812559,22.522234403
Z2,2016,M,15to19,COMBINATION PENICILLIN,17.583409788,903.0,822.0,46748.61189600001,0.6132918436000001,-10.231272830000002,23.858165962
Z2,2016,M,15to19,COMBINATION SULFONAMIDES & TRIMETHORPIM,4.984105207600001,439.0,233.0,46748.61189600001,0.3265195886,-5.216872336,6.687516216500001
Z2,2016,M,15to19,FIRST-G-CEPHALOSPORINS,31.829822099,1760.0,1488.0,46748.61189600001,0.8251496992,-4.729345355,35.732239996000004
Z2,2016,M,15to19,FLUOROQUINOLONES,8.513621771,448.0,398.0,46748.61189600001,0.4267492987,-2.51588409,9.5872735419
Z2,2016,M,15to19,FOURTH-G-CEPHALOSPORINS,0.0,0.0,0.0,46748.61189600001,0.0427783587,0.0,0.0
Z2,2016,M,15to19,IMIDAZOLE DERIVATIVES,0.38503817050000005,19.0,18.0,46748.61189600001,0.0907543671,-0.260039477,0.4086378887
Z2,2016,M,15to19,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,46748.61189600001,0.0427783587,0.0,0.0
Z2,2016,M,15to19,LINCOSAMIDES,7.5724173541,405.0,354.0,46748.61189600001,0.4024694415,-12.172095980000002,12.471314025
Z2,2016,M,15to19,MACROLIDES,62.718439780000004,3420.0,2932.0,46748.61189600001,1.1582792149,2.8905548558000005,59.370370171000005
Z2,2016,M,15to19,NITROFURAN DERIVATIVES,0.81285836,45.0,38.0,46748.61189600001,0.1318630383,-0.6294533150000001,0.8958599867
Z2,2016,M,15to19,OTHER CEPHALOSPORINS,0.0,0.0,0.0,46748.61189600001,0.0427783587,0.0,0.0
Z2,2016,M,15to19,POLYMYXINS,0.0,0.0,0.0,46748.61189600001,0.0427783587,0.0,0.0
Z2,2016,M,15to19,SECOND-G-CEPHALOSPORINS,6.2461747667,334.0,292.0,46748.61189600001,0.36552973010000006,-0.32595485900000004,6.365320958100001
Z2,2016,M,15to19,STEROID ANTIBACTERIALS,0.0,0.0,0.0,46748.61189600001,0.0427783587,0.0,0.0
Z2,2016,M,15to19,STREPTOMYCIN,0.0,0.0,0.0,46748.61189600001,0.0427783587,0.0,0.0
Z2,2016,M,15to19,TETRACYCLINES,47.338303968000005,4849.0,2213.0,46748.61189600001,1.0062872893,2.8573930552,44.462945656
Z2,2016,M,15to19,THIRD-G-CEPHALOSPORINS,0.8342493695000001,42.0,39.0,46748.61189600001,0.1335868114,-7.049751038,1.7760031315000002
Z2,2016,BOTH,20to24,ANY ANTIMICROBIALS,274.74844788,45508.0,27543.0,100248.06405,1.6555016831,-10.646642980000001,292.37398325000004
Z2,2016,BOTH,20to24,BETA-L-PENICILLIN,92.64019298800001,10871.0,9287.0,100248.06405,0.9613061668,-5.578326043,98.002672213
Z2,2016,BOTH,20to24,BETA-L-RESISTANT-PENICILLIN,2.2643828802000003,249.0,227.0,100248.06405,0.1502923704,-7.2967682830000005,3.3610314816000004
Z2,2016,BOTH,20to24,BETA-L-SENSITIVE-PENICILLIN,21.646303304,2338.0,2170.0,100248.06405,0.4646798842,-2.9551242190000004,23.019490084
Z2,2016,BOTH,20to24,CARBAPENEMS,0.0698267849,13.0,7.0,100248.06405,0.0263920439,1.2909621881000002,0.0357556541
Z2,2016,BOTH,20to24,COMBINATION PENICILLIN,20.997911730000002,2326.0,2105.0,100248.06405,0.4576674814,-15.846943110000002,28.250542273000004
Z2,2016,BOTH,20to24,COMBINATION SULFONAMIDES & TRIMETHORPIM,11.501468991,1712.0,1153.0,100248.06405,0.3387182986,-5.418632478,13.336858964000001
Z2,2016,BOTH,20to24,FIRST-G-CEPHALOSPORINS,37.52690923,4377.0,3762.0,100248.06405,0.6118337095,-5.4677911230000005,40.872288156
Z2,2016,BOTH,20to24,FLUOROQUINOLONES,30.225022586,3496.0,3030.0,100248.06405,0.5490922573,-8.574609036,34.933274016999995
Z2,2016,BOTH,20to24,FOURTH-G-CEPHALOSPORINS,0.0,0.0,0.0,100248.06405,0.0199497139,0.0,0.0
Z2,2016,BOTH,20to24,GLYCOPEPTIDE ANTIBACTERIALS,0.1496288247,24.0,15.0,100248.06405,0.0386339964,1.4666907231000001,0.0929647006
Z2,2016,BOTH,20to24,IMIDAZOLE DERIVATIVES,2.7431951192,291.0,275.0,100248.06405,0.16542088980000003,-0.514306972,2.8282722361
Z2,2016,BOTH,20to24,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,100248.06405,0.0199497139,0.0,0.0
Z2,2016,BOTH,20to24,LINCOSAMIDES,10.464042473000001,1204.0,1049.0,100248.06405,0.3230812464,-19.361388,16.719343838
Z2,2016,BOTH,20to24,MACROLIDES,67.522500951,7831.0,6769.0,100248.06405,0.8207034567,1.8229607198,66.026390787
Z2,2016,BOTH,20to24,NITROFURAN DERIVATIVES,31.202597574000002,3883.0,3128.0,100248.06405,0.5579013056,1.4652103252000002,30.38515482
Z2,2016,BOTH,20to24,OTHER AMINOGLYCOSIDES,0.0598515299,22.0,6.0,100248.06405,0.0244342848,-1.06252506,0.0858135697
Z2,2016,BOTH,20to24,OTHER ANTIBACTERIALS,2.0449272706,238.0,205.0,100248.06405,0.1428239158,-1.9297515840000001,2.3205419485000003
Z2,2016,BOTH,20to24,OTHER CEPHALOSPORINS,0.0,0.0,0.0,100248.06405,0.0199497139,0.0,0.0
Z2,2016,BOTH,20to24,SECOND-G-CEPHALOSPORINS,5.0774047842,560.0,509.0,100248.06405,0.22505201030000002,-2.478032944,5.6350910798000005
Z2,2016,BOTH,20to24,STEROID ANTIBACTERIALS,0.0,0.0,0.0,100248.06405,0.0199497139,0.0,0.0
Z2,2016,BOTH,20to24,STREPTOMYCIN,0.0,0.0,0.0,100248.06405,0.0199497139,0.0,0.0
Z2,2016,BOTH,20to24,TETRACYCLINES,32.629059036,5560.0,3271.0,100248.06405,0.5705113352,0.22290441430000002,32.501889541
Z2,2016,BOTH,20to24,THIRD-G-CEPHALOSPORINS,3.8304979118,448.0,384.0,100248.06405,0.195474278,-31.52950588,9.993705309800001
Z2,2016,BOTH,20to24,TRIMETHOPRIM AND DERIVATIVES,0.32918341430000003,40.0,33.0,100248.06405,0.0573034771,-2.4294451370000005,0.4683990682
Z2,2016,F,20to24,ANY ANTIMICROBIALS,356.99094976000003,29570.0,17143.0,48020.82521,2.7265520556,-9.411332826,382.65143862
Z2,2016,F,20to24,BETA-L-PENICILLIN,116.74101758,6623.0,5606.0,48020.82521,1.5591824143,-5.754651465,125.71356894
Z2,2016,F,20to24,BETA-L-RESISTANT-PENICILLIN,2.5405644211,132.0,122.0,48020.82521,0.2300118952,-5.914367135,3.900939215
Z2,2016,F,20to24,BETA-L-SENSITIVE-PENICILLIN,26.571804929,1382.0,1276.0,48020.82521,0.7438677291000001,-2.6586436190000002,28.549484121
Z2,2016,F,20to24,CARBAPENEMS,0.1457700897,13.0,7.0,48020.82521,0.0550959151,1.2867744609000002,0.0748740732
Z2,2016,F,20to24,COMBINATION PENICILLIN,25.988724570000002,1384.0,1248.0,48020.82521,0.7356608994,-12.630736170000002,35.280663304
Z2,2016,F,20to24,COMBINATION SULFONAMIDES & TRIMETHORPIM,18.429504202,1158.0,885.0,48020.82521,0.6195010067000001,-5.929485463000001,22.102826416000003
Z2,2016,F,20to24,FIRST-G-CEPHALOSPORINS,42.106731635,2345.0,2022.0,48020.82521,0.9363990334000001,-4.9041356,46.69895947
Z2,2016,F,20to24,FLUOROQUINOLONES,47.562697851,2646.0,2284.0,48020.82521,0.9952184781,-8.137598289,55.661386035
Z2,2016,F,20to24,FOURTH-G-CEPHALOSPORINS,0.0,0.0,0.0,48020.82521,0.0416451281,0.0,0.0
Z2,2016,F,20to24,GLYCOPEPTIDE ANTIBACTERIALS,0.20824298530000002,19.0,10.0,48020.82521,0.065852214,1.4567752489,0.1123111098
Z2,2016,F,20to24,IMIDAZOLE DERIVATIVES,4.9978316481,255.0,240.0,48020.82521,0.32260864570000003,-1.032837681,5.331034013600001
Z2,2016,F,20to24,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,48020.82521,0.0416451281,0.0,0.0
Z2,2016,F,20to24,LINCOSAMIDES,12.890240792,718.0,619.0,48020.82521,0.5181025212,-14.93443105,20.627807173
Z2,2016,F,20to24,MACROLIDES,85.31715109200002,4745.0,4097.0,48020.82521,1.3329177861000001,1.3579961522000001,83.507053868
Z2,2016,F,20to24,NITROFURAN DERIVATIVES,64.097190887,3792.0,3078.0,48020.82521,1.1553263773,1.3069493673,62.587237809
Z2,2016,F,20to24,OTHER ANTIBACTERIALS,4.2065083038,235.0,202.0,48020.82521,0.29596889140000004,-2.00331794,4.7994280937000005
Z2,2016,F,20to24,OTHER CEPHALOSPORINS,0.0,0.0,0.0,48020.82521,0.0416451281,0.0,0.0
Z2,2016,F,20to24,SECOND-G-CEPHALOSPORINS,6.1848166645000004,333.0,297.0,48020.82521,0.3588794625,-3.295792221,7.367608805300001
Z2,2016,F,20to24,STEROID ANTIBACTERIALS,0.0,0.0,0.0,48020.82521,0.0416451281,0.0,0.0
Z2,2016,F,20to24,STREPTOMYCIN,0.0,0.0,0.0,48020.82521,0.0416451281,0.0,0.0
Z2,2016,F,20to24,TETRACYCLINES,42.93970357600001,3418.0,2062.0,48020.82521,0.9456157815,-0.20647921900000002,43.134953585
Z2,2016,F,20to24,THIRD-G-CEPHALOSPORINS,5.4351419173,303.0,261.0,48020.82521,0.3364268388,-35.09933152,17.243499063999998
Z2,2016,F,20to24,TRIMETHOPRIM AND DERIVATIVES,0.5622560604,27.0,27.0,48020.82521,0.10820622930000001,-1.861810432,0.7637155469000001
Z2,2016,M,20to24,ANY ANTIMICROBIALS,199.12980719000004,15938.0,10400.0,52227.238838000005,1.9526284089000001,-5.493778108000001,209.8571144
Z2,2016,M,20to24,BETA-L-PENICILLIN,70.48046348800001,4248.0,3681.0,52227.238838000005,1.1616782085000001,-1.8881682880000001,72.67390744200002
Z2,2016,M,20to24,BETA-L-RESISTANT-PENICILLIN,2.0104451688,117.0,105.0,52227.238838000005,0.1961993587,-4.368470245,2.8675362292
Z2,2016,M,20to24,BETA-L-SENSITIVE-PENICILLIN,17.117504580000002,956.0,894.0,52227.238838000005,0.5724949938,-1.4801358510000002,17.964874945000002
Z2,2016,M,20to24,CARBAPENEMS,0.0,0.0,0.0,52227.238838000005,0.038291261,0.0,0.0
Z2,2016,M,20to24,COMBINATION PENICILLIN,16.409061997000002,942.0,857.0,52227.238838000005,0.5605228802,-9.661861883000002,21.824756647
Z2,2016,M,20to24,COMBINATION SULFONAMIDES & TRIMETHORPIM,5.1314219546,554.0,268.0,52227.238838000005,0.31345148450000004,-0.61580436,5.3244467455
Z2,2016,M,20to24,FIRST-G-CEPHALOSPORINS,33.315948511,2032.0,1740.0,52227.238838000005,0.7986887333000001,-2.7927659670000002,35.546499224
Z2,2016,M,20to24,FLUOROQUINOLONES,14.283734247000002,850.0,746.0,52227.238838000005,0.522964667,-3.2569953970000003,15.98702776
Z2,2016,M,20to24,FOURTH-G-CEPHALOSPORINS,0.0,0.0,0.0,52227.238838000005,0.038291261,0.0,0.0
Z2,2016,M,20to24,IMIDAZOLE DERIVATIVES,0.6701483896000001,36.0,35.0,52227.238838000005,0.1132757526,1.1431502141,0.5406571888
Z2,2016,M,20to24,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,52227.238838000005,0.038291261,0.0,0.0
Z2,2016,M,20to24,LINCOSAMIDES,8.233251643600001,486.0,430.0,52227.238838000005,0.39704265080000006,-12.37553428,13.146866578000001
